year,entidad,distrito,edo_dto,pp_gubernatura,PAN,PRI,PRD,PT,PVEM,MC,MORENA,f_rae,nep,volatilidad,,,
2024,gro,24,gro24,morena,2.54%,14.09%,36.74%,3.75%,8.77%,4.05%,28.26%,0.75,4.1,0.43,,,
2024,gro,25,gro25,morena,1.81%,46.83%,3.42%,2.78%,7.08%,2.35%,33.23%,0.66,3,0.12,,,
2024,gro,26,gro26,morena,0.79%,17.69%,14.98%,8.51%,13.90%,8.69%,31.58%,0.81,5.3,0.49,,,
2024,gro,27,gro27,morena,1.08%,18.28%,4.12%,14.89%,5.64%,8.55%,23.84%,0.85,6.8,0.34,,,
2024,gro,28,gro28,morena,1.81%,1.84%,7.35%,31.58%,10.75%,10.30%,23.17%,0.81,5.4,0.44,,,
2021,gro,1,gro1,pri,1.52%,36.57%,,,2.46%,4.99%,51.10%,0.6,2.5,,,,
2021,gro,2,gro2,pri,4.92%,38.00%,,,3.67%,1.95%,48.20%,0.62,2.6,,,,
2021,gro,3,gro3,pri,3.04%,30.08%,,,3.69%,4.22%,51.06%,0.64,2.8,,,,
2021,gro,4,gro4,pri,3.72%,27.86%,,,2.58%,4.46%,56.30%,0.6,2.5,,,,
2021,gro,5,gro5,pri,1.21%,26.60%,,,2.51%,9.64%,55.33%,0.61,2.6,,,,
2021,gro,6,gro6,pri,1.49%,30.37%,,,3.45%,3.13%,56.94%,0.58,2.4,,,,
2021,gro,7,gro7,pri,1.98%,46.50%,,,3.15%,1.94%,42.42%,0.6,2.5,,,,
2021,gro,8,gro8,pri,0.90%,42.01%,,,2.26%,1.66%,44.11%,0.63,2.7,,,,
2021,gro,9,gro9,pri,1.17%,40.79%,,,3.69%,2.32%,46.29%,0.62,2.6,,,,
2021,gro,10,gro10,pri,2.38%,35.94%,,,5.56%,0.85%,49.74%,0.62,2.6,,,,
2021,gro,11,gro11,pri,0.86%,45.11%,,,2.95%,0.94%,46.36%,0.58,2.4,,,,
2021,gro,12,gro12,pri,0.77%,48.96%,,,2.53%,1.23%,43.08%,0.57,2.3,,,,
2021,gro,13,gro13,pri,8.27%,30.52%,,,31.69%,1.45%,21.06%,0.75,4,,,,
2021,gro,14,gro14,pri,0.53%,44.75%,,,10.08%,1.20%,35.35%,0.66,3,,,,
2021,gro,15,gro15,pri,1.83%,24.89%,,,24.17%,2.23%,42.79%,0.7,3.3,,,,
2021,gro,16,gro16,pri,2.77%,49.98%,,,11.48%,0.61%,31.00%,0.64,2.8,,,,
2021,gro,17,gro17,pri,0.41%,55.83%,,,0.90%,0.51%,40.60%,0.52,2.1,,,,
2021,gro,18,gro18,pri,0.79%,65.40%,,,0.95%,1.89%,29.44%,0.49,1.9,,,,
2021,gro,19,gro19,pri,15.32%,43.97%,,,7.88%,0.86%,29.35%,0.69,3.2,,,,
2021,gro,20,gro20,pri,0.51%,41.71%,,,12.11%,7.55%,34.65%,0.69,3.2,,,,
2021,gro,21,gro21,pri,22.17%,26.97%,,,5.95%,3.22%,24.46%,0.79,4.9,,,,
2021,gro,22,gro22,pri,2.66%,33.60%,,,20.31%,2.74%,33.99%,0.73,3.7,,,,
2021,gro,23,gro23,pri,9.04%,27.94%,,,9.70%,2.66%,41.17%,0.73,3.7,,,,
2021,gro,24,gro24,pri,3.22%,51.53%,,,6.12%,4.85%,31.45%,0.63,2.7,,,,
2021,gro,25,gro25,pri,1.27%,58.40%,,,3.57%,0.71%,32.57%,0.55,2.2,,,,
2021,gro,26,gro26,pri,6.04%,62.14%,,,4.02%,0.93%,24.55%,0.55,2.2,,,,
2021,gro,27,gro27,pri,0.97%,33.61%,,,15.42%,4.33%,43.37%,0.67,3.1,,,,
2021,gro,28,gro28,pri,3.11%,25.98%,,,25.60%,8.68%,30.31%,0.76,4.2,,,,
2024,hgo,1,hgo1,morena,,21.37%,,10.71%,14.07%,3.55%,50.29%,0.67,3,0.29,,,
2024,hgo,2,hgo2,morena,,17.86%,,24.28%,4.50%,5.31%,48.06%,0.67,3.1,0.3,,,
2024,hgo,3,hgo3,morena,,17.90%,,27.04%,4.74%,3.64%,46.68%,0.67,3.1,0.39,,,
2024,hgo,4,hgo4,morena,,10.36%,,14.38%,22.80%,6.12%,46.34%,0.7,3.3,0.3,,,
2024,hgo,5,hgo5,morena,,12.10%,,18.79%,7.83%,8.30%,52.98%,0.66,2.9,0.2,,,
2024,hgo,6,hgo6,morena,,26.28%,,11.95%,12.13%,8.33%,41.31%,0.72,3.6,0.27,,,
2024,hgo,7,hgo7,morena,,10.20%,,28.46%,10.74%,8.89%,41.71%,0.72,3.5,0.27,,,
2024,hgo,8,hgo8,morena,,19.19%,,7.43%,11.00%,14.23%,48.16%,0.69,3.3,0.24,,,
2024,hgo,9,hgo9,morena,,17.46%,,9.57%,9.33%,13.81%,49.83%,0.68,3.2,0.35,,,
2024,hgo,10,hgo10,morena,,21.29%,,9.06%,8.41%,10.57%,50.67%,0.67,3,0.18,,,
2024,hgo,11,hgo11,morena,,20.34%,,14.24%,5.59%,8.22%,51.62%,0.66,3,0.16,,,
2024,hgo,12,hgo12,morena,,27.60%,,5.86%,5.73%,12.93%,47.88%,0.67,3,0.2,,,
2024,hgo,13,hgo13,morena,,25.63%,,9.53%,5.24%,11.21%,48.39%,0.68,3.1,0.23,,,
2024,hgo,14,hgo14,morena,,16.41%,,19.09%,9.31%,8.27%,46.93%,0.7,3.3,0.26,,,
2024,hgo,15,hgo15,morena,,11.76%,,11.07%,16.71%,7.88%,52.58%,0.66,3,0.21,,,
2024,hgo,16,hgo16,morena,,22.88%,,15.63%,4.48%,11.29%,45.72%,0.7,3.3,0.22,,,
2024,hgo,17,hgo17,morena,,23.12%,,9.19%,5.51%,13.94%,48.24%,0.68,3.2,0.27,,,
2024,hgo,18,hgo18,morena,,20.77%,,8.46%,11.35%,8.91%,50.51%,0.67,3.1,0.16,,,
2018,hgo,1,hgo1,pri,10.44%,24.41%,11.57%,11.91%,2.04%,1.10%,33.73%,0.79,4.7,,,,
2018,hgo,2,hgo2,pri,3.99%,28.66%,5.28%,5.05%,2.59%,1.54%,33.08%,0.78,4.6,,,,
2018,hgo,3,hgo3,pri,19.23%,25.82%,7.44%,2.58%,0.94%,1.45%,32.91%,0.78,4.5,,,,
2018,hgo,4,hgo4,pri,2.46%,20.35%,1.64%,2.41%,0.92%,1.17%,39.10%,0.74,3.9,,,,
2018,hgo,5,hgo5,pri,6.57%,18.23%,1.93%,8.30%,1.32%,1.36%,54.82%,0.65,2.9,,,,
2018,hgo,6,hgo6,pri,22.07%,19.04%,1.76%,4.19%,7.20%,2.73%,37.40%,0.77,4.3,,,,
2018,hgo,7,hgo7,pri,3.89%,17.14%,2.24%,8.34%,6.27%,1.46%,51.26%,0.69,3.2,,,,
2018,hgo,8,hgo8,pri,7.55%,28.38%,2.90%,2.03%,2.01%,1.27%,49.78%,0.66,3,,,,
2018,hgo,9,hgo9,pri,8.96%,21.05%,14.82%,1.85%,1.85%,1.37%,34.92%,0.79,4.7,,,,
2018,hgo,10,hgo10,pri,10.55%,22.09%,1.87%,5.25%,3.19%,1.57%,45.79%,0.72,3.6,,,,
2018,hgo,11,hgo11,pri,10.92%,19.44%,1.22%,3.59%,2.66%,3.89%,51.44%,0.68,3.1,,,,
2018,hgo,12,hgo12,pri,15.07%,20.85%,1.29%,2.59%,2.53%,3.15%,48.32%,0.7,3.3,,,,
2018,hgo,13,hgo13,pri,13.21%,18.51%,1.54%,2.52%,2.07%,2.11%,53.87%,0.66,2.9,,,,
2018,hgo,14,hgo14,pri,11.57%,17.17%,2.00%,2.51%,2.13%,1.59%,54.12%,0.66,2.9,,,,
2018,hgo,15,hgo15,pri,8.87%,14.33%,4.12%,4.17%,3.62%,1.84%,53.02%,0.68,3.1,,,,
2018,hgo,16,hgo16,pri,10.56%,19.28%,2.13%,2.82%,2.96%,1.64%,49.96%,0.69,3.3,,,,
2018,hgo,17,hgo17,pri,16.55%,14.97%,1.21%,2.56%,2.08%,1.72%,53.54%,0.66,2.9,,,,
2018,hgo,18,hgo18,pri,7.51%,22.77%,1.50%,2.74%,3.00%,1.59%,50.22%,0.68,3.1,,,,
2024,jal,1,jal1,mc,13.92%,10.30%,0.94%,2.24%,3.16%,31.33%,32.02%,0.77,4.3,0.19,,,
2024,jal,2,jal2,mc,30.43%,5.02%,0.82%,1.49%,3.49%,31.17%,20.87%,0.76,4.2,0.17,,,
2024,jal,3,jal3,mc,28.79%,10.42%,0.59%,1.44%,4.23%,29.20%,19.58%,0.78,4.5,0.12,,,
2024,jal,4,jal4,mc,11.28%,7.23%,0.67%,1.25%,2.86%,39.55%,26.32%,0.75,4,0.16,,,
2024,jal,5,jal5,mc,5.19%,3.73%,0.53%,2.42%,23.90%,28.53%,27.99%,0.78,4.5,0.19,,,
2024,jal,6,jal6,mc,12.79%,6.02%,0.59%,1.10%,2.53%,43.67%,23.98%,0.73,3.7,0.14,,,
2024,jal,7,jal7,mc,7.78%,9.03%,0.65%,1.85%,3.77%,28.03%,38.95%,0.75,4,0.12,,,
2024,jal,8,jal8,mc,17.07%,7.27%,0.66%,1.16%,2.37%,42.11%,21.45%,0.74,3.9,0.14,,,
2024,jal,9,jal9,mc,9.68%,7.41%,0.74%,1.69%,3.77%,34.10%,33.61%,0.75,4,0.08,,,
2024,jal,10,jal10,mc,19.12%,5.55%,0.61%,0.85%,1.88%,47.93%,16.16%,0.7,3.4,0.17,,,
2024,jal,11,jal11,mc,11.47%,8.10%,0.80%,1.85%,3.93%,32.87%,31.12%,0.77,4.4,0.07,,,
2024,jal,12,jal12,mc,13.58%,5.11%,0.73%,1.50%,2.69%,43.33%,25.71%,0.72,3.6,0.04,,,
2024,jal,13,jal13,mc,10.64%,6.58%,0.71%,2.03%,3.51%,34.22%,33.32%,0.75,4.1,0.17,,,
2024,jal,14,jal14,mc,5.05%,3.92%,0.71%,1.99%,3.76%,36.43%,40.38%,0.7,3.3,0.2,,,
2024,jal,15,jal15,mc,20.32%,16.21%,0.71%,1.15%,6.85%,28.07%,16.77%,0.82,5.5,0.13,,,
2024,jal,16,jal16,mc,10.13%,6.85%,0.81%,1.56%,3.29%,32.92%,36.71%,0.74,3.8,0.3,,,
2024,jal,17,jal17,mc,10.39%,9.28%,0.59%,3.62%,6.15%,26.57%,31.95%,0.8,5,0.16,,,
2024,jal,18,jal18,mc,7.71%,14.75%,0.83%,1.71%,3.65%,30.84%,30.46%,0.78,4.5,0.18,,,
2024,jal,19,jal19,mc,12.18%,8.13%,0.94%,3.07%,5.68%,32.39%,29.49%,0.78,4.6,0.16,,,
2024,jal,20,jal20,mc,5.89%,9.63%,0.53%,1.84%,3.20%,30.12%,40.00%,0.73,3.8,0.18,,,
2018,jal,1,jal1,pri,18.40%,21.24%,1.66%,4.15%,4.04%,24.82%,19.39%,0.82,5.5,,,,
2018,jal,2,jal2,pri,34.02%,16.09%,1.27%,0.98%,6.04%,25.80%,11.27%,0.77,4.4,,,,
2018,jal,3,jal3,pri,31.32%,18.25%,0.88%,1.11%,5.64%,27.93%,9.77%,0.78,4.5,,,,
2018,jal,4,jal4,pri,11.02%,14.15%,0.86%,1.81%,3.14%,21.14%,21.08%,0.84,6.4,,,,
2018,jal,5,jal5,pri,5.95%,14.89%,1.53%,1.68%,3.88%,31.90%,27.49%,0.79,4.7,,,,
2018,jal,6,jal6,pri,14.00%,11.46%,0.87%,1.74%,3.05%,25.92%,20.90%,0.83,5.8,,,,
2018,jal,7,jal7,pri,8.65%,14.72%,0.77%,2.66%,4.03%,26.75%,24.91%,0.82,5.6,,,,
2018,jal,8,jal8,pri,16.64%,11.64%,0.65%,1.16%,2.68%,22.50%,17.89%,0.83,5.8,,,,
2018,jal,9,jal9,pri,10.91%,13.26%,1.13%,2.80%,4.36%,31.48%,29.56%,0.78,4.5,,,,
2018,jal,10,jal10,pri,18.73%,8.79%,0.56%,1.33%,2.30%,19.44%,14.62%,0.81,5.2,,,,
2018,jal,11,jal11,pri,10.91%,13.40%,1.34%,2.20%,3.36%,30.88%,26.43%,0.8,5,,,,
2018,jal,12,jal12,pri,8.95%,6.03%,1.65%,1.64%,2.81%,42.88%,25.74%,0.73,3.8,,,,
2018,jal,13,jal13,pri,13.59%,11.77%,0.72%,1.57%,3.12%,22.05%,20.42%,0.83,5.9,,,,
2018,jal,14,jal14,pri,11.44%,10.23%,0.77%,1.74%,3.21%,28.72%,22.64%,0.82,5.5,,,,
2018,jal,15,jal15,pri,14.52%,19.75%,2.09%,2.06%,9.19%,21.66%,23.14%,0.83,5.8,,,,
2018,jal,16,jal16,pri,11.80%,17.98%,1.14%,0.00%,5.08%,26.14%,0.00%,0.76,4.1,,,,
2018,jal,17,jal17,pri,11.81%,21.46%,1.59%,1.78%,10.10%,25.19%,21.08%,0.82,5.5,,,,
2018,jal,18,jal18,pri,13.89%,23.84%,3.87%,1.64%,5.63%,24.37%,20.92%,0.81,5.4,,,,
2018,jal,19,jal19,pri,8.12%,17.06%,3.81%,2.56%,6.04%,23.10%,23.38%,0.84,6.2,,,,
2018,jal,20,jal20,pri,11.30%,15.46%,1.51%,2.09%,5.36%,35.26%,23.93%,0.78,4.5,,,,
2024,edomex,1,edomex1,morena,5.30%,9.80%,1.00%,3.30%,16.80%,7.50%,54.60%,0.65,2.9,0.24,,,
2024,edomex,2,edomex2,morena,12.50%,20.30%,0.90%,2.30%,4.80%,10.50%,41.80%,0.75,4.1,0.17,,,
2024,edomex,3,edomex3,morena,3.10%,27.10%,2.20%,2.30%,3.80%,6.80%,48.80%,0.68,3.1,0.18,,,
2024,edomex,4,edomex4,morena,8.10%,24.60%,0.90%,2.50%,8.50%,10.60%,36.60%,0.78,4.5,0.16,,,
2024,edomex,5,edomex5,morena,4.10%,25.80%,1.60%,2.20%,3.60%,8.20%,47.70%,0.69,3.3,0.14,,,
2024,edomex,6,edomex6,morena,,23.50%,,8.40%,8.00%,12.30%,47.80%,0.69,3.2,0.29,,,
2024,edomex,7,edomex7,morena,4.80%,14.70%,3.30%,,,21.10%,53.10%,0.65,2.8,0.31,,,
2024,edomex,8,edomex8,morena,,28.00%,,5.30%,7.40%,11.60%,44.10%,0.7,3.4,0.3,,,
2024,edomex,9,edomex9,morena,3.90%,26.10%,3.90%,3.90%,5.10%,8.70%,43.70%,0.73,3.6,0.29,,,
2024,edomex,10,edomex10,morena,4.70%,22.90%,14.60%,3.00%,4.90%,5.90%,40.00%,0.76,4.1,0.24,,,
2024,edomex,11,edomex11,morena,,24.20%,,2.70%,6.60%,13.60%,48.80%,0.68,3.1,0.27,,,
2024,edomex,12,edomex12,morena,15.20%,7.00%,1.60%,,,16.00%,57.00%,0.62,2.6,0.24,,,
2024,edomex,13,edomex13,morena,5.70%,29.50%,1.20%,,,9.00%,52.20%,0.63,2.7,0.23,,,
2024,edomex,14,edomex14,morena,10.30%,25.90%,1.10%,,,6.50%,54.10%,0.62,2.7,0.27,,,
2024,edomex,15,edomex15,morena,2.50%,31.50%,1.10%,,,10.60%,52.30%,0.62,2.6,0.2,,,
2024,edomex,16,edomex16,morena,37.60%,8.90%,1.20%,1.90%,3.70%,6.70%,33.20%,0.73,3.8,0.22,,,
2024,edomex,17,edomex17,morena,39.70%,7.40%,1.50%,1.90%,4.30%,7.30%,32.70%,0.72,3.6,0.14,,,
2024,edomex,18,edomex18,morena,28.70%,16.00%,1.20%,1.60%,2.90%,7.10%,35.60%,0.76,4.1,0.11,,,
2024,edomex,19,edomex19,morena,,27.30%,,3.20%,5.90%,10.70%,50.10%,0.66,2.9,0.26,,,
2024,edomex,20,edomex20,morena,,29.40%,,,,16.10%,54.40%,0.59,2.4,0.29,,,
2024,edomex,21,edomex21,morena,7.00%,14.60%,1.30%,6.10%,7.10%,10.10%,47.20%,0.73,3.7,0.2,,,
2024,edomex,22,edomex22,morena,10.40%,16.90%,1.10%,3.20%,3.80%,11.80%,46.80%,0.72,3.6,0.18,,,
2024,edomex,23,edomex23,morena,,25.40%,,3.30%,6.80%,14.50%,46.90%,0.69,3.2,0.22,,,
2024,edomex,24,edomex24,morena,,27.20%,,3.10%,5.40%,14.20%,47.10%,0.68,3.1,0.34,,,
2024,edomex,25,edomex25,morena,,22.20%,,3.40%,6.60%,18.60%,49.30%,0.67,3,0.37,,,
2024,edomex,26,edomex26,morena,22.40%,10.70%,1.00%,2.00%,3.80%,8.90%,43.30%,0.74,3.8,0.13,,,
2024,edomex,27,edomex27,morena,3.90%,9.80%,6.50%,8.60%,7.00%,7.70%,54.50%,0.67,3,0.25,,,
2024,edomex,28,edomex28,morena,4.90%,14.80%,1.80%,3.90%,11.80%,10.80%,47.20%,0.73,3.6,0.23,,,
2024,edomex,29,edomex29,morena,8.70%,19.60%,1.90%,,,11.70%,54.80%,0.64,2.8,0.42,,,
2024,edomex,30,edomex30,morena,21.50%,10.60%,1.10%,2.10%,4.30%,7.90%,44.80%,0.73,3.7,0.14,,,
2024,edomex,31,edomex31,morena,3.80%,26.90%,1.50%,2.40%,3.00%,6.70%,48.70%,0.68,3.1,0.13,,,
2024,edomex,32,edomex32,morena,32.90%,10.40%,1.20%,1.80%,4.10%,7.20%,35.70%,0.75,3.9,0.19,,,
2024,edomex,33,edomex33,morena,8.70%,24.80%,1.00%,2.80%,3.10%,6.50%,47.50%,0.7,3.3,0.12,,,
2024,edomex,34,edomex34,morena,15.50%,22.90%,1.00%,2.00%,4.30%,10.40%,38.00%,0.77,4.3,0.16,,,
2024,edomex,35,edomex35,morena,20.10%,22.40%,1.30%,,,9.80%,43.30%,0.71,3.5,0.1,,,
2024,edomex,36,edomex36,morena,11.10%,27.50%,1.30%,,,11.10%,45.40%,0.69,3.3,0.18,,,
2024,edomex,37,edomex37,morena,8.90%,15.30%,1.00%,4.20%,4.60%,8.20%,50.20%,0.7,3.4,0.16,,,
2024,edomex,38,edomex38,morena,,30.60%,,2.50%,5.10%,12.20%,45.90%,0.68,3.1,0.27,,,
2024,edomex,39,edomex39,morena,10.60%,18.60%,1.10%,3.60%,6.90%,8.80%,45.10%,0.74,3.8,0.17,,,
2024,edomex,40,edomex40,morena,,26.40%,,3.00%,12.90%,10.20%,43.90%,0.71,3.4,0.24,,,
2024,edomex,41,edomex41,morena,6.80%,10.30%,2.70%,2.80%,4.50%,14.30%,52.90%,0.68,3.1,0.31,,,
2024,edomex,42,edomex42,morena,9.50%,14.80%,1.70%,5.10%,5.80%,10.10%,45.90%,0.74,3.9,0.21,,,
2024,edomex,43,edomex43,morena,26.70%,9.60%,1.30%,1.90%,3.40%,10.30%,39.70%,0.75,4,0.14,,,
2024,edomex,44,edomex44,morena,19.30%,16.10%,7.30%,2.00%,3.70%,12.30%,31.90%,0.81,5.3,0.23,,,
2024,edomex,45,edomex45,morena,5.00%,26.20%,1.40%,2.90%,9.10%,15.20%,35.50%,0.77,4.4,0.27,,,
2018,edomex,1,edomex1,pri,18.68%,18.05%,,,2.61%,,55.87%,0.62,2.6,,,,
2018,edomex,2,edomex2,pri,26.06%,22.15%,,,2.89%,,44.21%,0.69,3.2,,,,
2018,edomex,3,edomex3,pri,10.71%,38.65%,,,1.55%,,46.44%,0.62,2.7,,,,
2018,edomex,4,edomex4,pri,18.74%,27.54%,,,8.38%,,40.89%,0.71,3.5,,,,
2018,edomex,5,edomex5,pri,12.97%,31.04%,,,2.94%,,49.42%,0.64,2.8,,,,
2018,edomex,6,edomex6,pri,17.49%,17.56%,,,3.75%,,56.98%,0.61,2.6,,,,
2018,edomex,7,edomex7,pri,21.00%,22.80%,,,5.15%,,44.38%,0.7,3.4,,,,
2018,edomex,8,edomex8,pri,18.38%,18.37%,,,3.54%,,55.13%,0.63,2.7,,,,
2018,edomex,9,edomex9,pri,27.90%,31.48%,,,2.58%,,32.98%,0.71,3.5,,,,
2018,edomex,10,edomex10,pri,9.69%,33.00%,,,5.45%,,30.78%,0.78,4.6,,,,
2018,edomex,11,edomex11,pri,21.45%,14.95%,,,3.14%,,52.95%,0.65,2.8,,,,
2018,edomex,12,edomex12,pri,22.44%,17.88%,,,5.13%,,49.31%,0.67,3,,,,
2018,edomex,13,edomex13,pri,18.95%,26.87%,,,6.82%,,39.38%,0.73,3.7,,,,
2018,edomex,14,edomex14,pri,22.72%,27.86%,,,8.52%,,31.03%,0.76,4.2,,,,
2018,edomex,15,edomex15,pri,17.01%,28.21%,,,4.33%,,45.69%,0.68,3.1,,,,
2018,edomex,16,edomex16,pri,26.09%,13.54%,,,9.77%,,45.70%,0.69,3.3,,,,
2018,edomex,17,edomex17,pri,40.99%,21.32%,,,4.08%,,30.07%,0.69,3.3,,,,
2018,edomex,18,edomex18,pri,33.00%,17.22%,,,3.24%,,41.96%,0.68,3.2,,,,
2018,edomex,19,edomex19,pri,24.13%,16.96%,,,2.55%,,50.62%,0.65,2.9,,,,
2018,edomex,20,edomex20,pri,20.16%,20.95%,,,3.76%,,44.32%,0.71,3.5,,,,
2018,edomex,21,edomex21,pri,19.81%,17.27%,,,5.77%,,53.49%,0.64,2.8,,,,
2018,edomex,22,edomex22,pri,16.03%,19.99%,,,3.15%,,56.92%,0.61,2.6,,,,
2018,edomex,23,edomex23,pri,11.55%,20.27%,,,8.31%,,54.10%,0.64,2.8,,,,
2018,edomex,24,edomex24,pri,31.73%,13.69%,,,2.65%,,49.01%,0.64,2.8,,,,
2018,edomex,25,edomex25,pri,35.23%,13.36%,,,2.84%,,45.80%,0.65,2.8,,,,
2018,edomex,26,edomex26,pri,23.56%,17.34%,,,3.32%,,49.91%,0.66,3,,,,
2018,edomex,27,edomex27,pri,23.75%,13.80%,,,4.26%,,55.17%,0.62,2.6,,,,
2018,edomex,28,edomex28,pri,13.78%,28.52%,,,4.70%,,47.12%,0.67,3.1,,,,
2018,edomex,29,edomex29,pri,44.52%,14.23%,,,5.76%,,31.88%,0.68,3.1,,,,
2018,edomex,30,edomex30,pri,25.99%,18.91%,,,3.28%,,48.38%,0.66,2.9,,,,
2018,edomex,31,edomex31,pri,15.26%,28.32%,,,3.72%,,49.70%,0.65,2.8,,,,
2018,edomex,32,edomex32,pri,27.10%,18.54%,,,2.66%,,48.18%,0.66,2.9,,,,
2018,edomex,33,edomex33,pri,13.27%,29.58%,,,1.75%,,50.93%,0.63,2.7,,,,
2018,edomex,34,edomex34,pri,27.81%,22.12%,,,2.95%,,42.28%,0.69,3.3,,,,
2018,edomex,35,edomex35,pri,23.97%,23.83%,,,3.70%,,43.09%,0.7,3.3,,,,
2018,edomex,36,edomex36,pri,23.10%,21.54%,,,4.39%,,43.70%,0.71,3.4,,,,
2018,edomex,37,edomex37,pri,16.17%,18.61%,,,3.08%,,56.95%,0.61,2.6,,,,
2018,edomex,38,edomex38,pri,21.78%,16.20%,,,3.39%,,48.05%,0.69,3.3,,,,
2018,edomex,39,edomex39,pri,17.48%,26.05%,,,3.87%,,47.34%,0.67,3.1,,,,
2018,edomex,40,edomex40,pri,13.20%,32.34%,,,2.17%,,49.13%,0.64,2.7,,,,
2018,edomex,41,edomex41,pri,35.40%,13.88%,,,2.71%,,45.47%,0.65,2.8,,,,
2018,edomex,42,edomex42,pri,15.21%,22.79%,,,3.31%,,55.06%,0.62,2.6,,,,
2018,edomex,43,edomex43,pri,28.22%,13.63%,,,4.21%,,47.40%,0.67,3.1,,,,
2018,edomex,44,edomex44,pri,25.23%,18.22%,,,3.14%,,48.42%,0.67,3,,,,
2018,edomex,45,edomex45,pri,19.80%,20.46%,,,5.35%,,45.44%,0.71,3.4,,,,
2024,mich,1,mich1,morena,26.15%,9.11%,5.04%,6.24%,5.34%,7.01%,34.43%,0.79,4.7,0.17,,,
2024,mich,2,mich2,morena,4.81%,12.65%,10.66%,6.22%,8.42%,13.87%,32.40%,0.83,5.9,0.28,,,
2024,mich,3,mich3,morena,7.23%,16.78%,12.70%,6.31%,9.37%,8.26%,34.69%,0.81,5.3,0.12,,,
2024,mich,4,mich4,morena,21.26%,6.92%,5.30%,5.79%,10.55%,10.21%,36.76%,0.79,4.7,0.25,,,
2024,mich,5,mich5,morena,4.41%,10.00%,13.35%,6.10%,6.66%,6.54%,37.58%,0.81,5.3,0.17,,,
2024,mich,6,mich6,morena,35.33%,5.38%,2.64%,6.84%,5.27%,8.82%,30.55%,0.76,4.2,0.22,,,
2024,mich,7,mich7,morena,12.43%,10.95%,9.97%,7.44%,7.99%,6.17%,36.17%,0.81,5.3,0.19,,,
2024,mich,7,mich7,morena,11.81%,15.43%,5.68%,21.75%,5.98%,10.65%,20.44%,0.85,6.8,0.2,,,
2024,mich,8,mich8,morena,31.38%,11.45%,10.62%,3.39%,8.19%,7.99%,25.39%,0.8,5,0.08,,,
2024,mich,10,mich10,morena,23.44%,11.34%,3.66%,5.30%,8.78%,6.22%,34.91%,0.79,4.8,0.14,,,
2024,mich,11,mich11,morena,32.99%,8.81%,3.50%,3.76%,5.82%,8.40%,30.65%,0.78,4.5,0.22,,,
2024,mich,12,mich12,morena,14.02%,14.03%,9.07%,13.65%,7.25%,15.04%,21.49%,0.86,7.1,0.17,,,
2024,mich,13,mich13,morena,9.33%,13.87%,7.16%,9.95%,10.55%,12.20%,27.80%,0.85,6.7,0.16,,,
2024,mich,14,mich14,morena,6.94%,5.34%,4.81%,4.06%,4.46%,5.45%,26.05%,0.76,4.1,0.22,,,
2024,mich,15,mich15,morena,7.69%,10.44%,8.43%,8.69%,8.65%,13.12%,26.43%,0.86,7.2,0.21,,,
2024,mich,16,mich16,morena,22.48%,10.96%,4.21%,4.57%,6.87%,8.10%,34.26%,0.8,5.1,0.13,,,
2024,mich,17,mich17,morena,29.30%,24.42%,2.63%,3.33%,4.48%,5.91%,25.43%,0.78,4.6,0.16,,,
2024,mich,18,mich18,morena,3.67%,12.75%,26.40%,5.79%,9.65%,4.43%,31.98%,0.79,4.9,0.17,,,
2024,mich,19,mich19,morena,16.85%,13.98%,3.37%,19.44%,10.81%,11.12%,19.46%,0.85,6.7,0.24,,,
2024,mich,20,mich20,morena,6.86%,2.85%,1.06%,3.69%,2.62%,3.46%,14.69%,0.57,2.3,0.31,,,
2024,mich,21,mich21,morena,7.84%,11.23%,8.20%,4.45%,26.49%,7.45%,23.55%,0.84,6.1,0.25,,,
2024,mich,22,mich22,morena,5.25%,9.94%,2.89%,29.68%,7.16%,3.30%,38.58%,0.74,3.9,0.37,,,
2024,mich,23,mich23,morena,12.24%,8.20%,6.97%,5.64%,6.53%,14.44%,42.29%,0.77,4.3,0.26,,,
2024,mich,24,mich24,morena,9.55%,6.56%,4.86%,8.43%,6.79%,7.46%,51.62%,0.7,3.3,0.19,,,
2018,mich,1,mich1,prd,24.39%,17.67%,11.87%,3.65%,3.44%,8.06%,23.86%,0.83,5.8,,,,
2018,mich,2,mich2,prd,5.49%,23.70%,30.20%,6.29%,7.52%,1.60%,20.25%,0.8,5,,,,
2018,mich,3,mich3,prd,6.54%,20.72%,15.86%,3.94%,12.23%,4.62%,26.41%,0.84,6.1,,,,
2018,mich,4,mich4,prd,22.28%,24.54%,10.64%,2.43%,4.36%,4.77%,25.44%,0.81,5.2,,,,
2018,mich,5,mich5,prd,6.66%,22.44%,19.93%,4.15%,6.84%,1.93%,31.43%,0.8,4.9,,,,
2018,mich,6,mich6,prd,16.69%,14.84%,3.88%,10.86%,12.43%,7.84%,28.19%,0.83,6.1,,,,
2018,mich,7,mich7,prd,14.05%,17.01%,6.80%,4.72%,20.56%,6.01%,25.08%,0.83,6,,,,
2018,mich,8,mich8,prd,9.34%,17.84%,12.27%,13.47%,14.66%,4.56%,14.81%,0.87,7.9,,,,
2018,mich,9,mich9,prd,27.90%,17.91%,11.44%,2.68%,8.11%,3.87%,24.34%,0.81,5.2,,,,
2018,mich,10,mich10,prd,8.88%,15.76%,5.19%,4.06%,7.78%,3.41%,32.09%,0.83,5.9,,,,
